"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Multi‐Level Modeling","https://scispace.com/paper/multi-level-modeling-3cth5y0umr","2015","Reference Entry","","Heiner Evanschitzky
Christof Backhaus","10.1002/9781118785317.WEOM090175","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on statistical hierarchical linear modeling for nested data; lacks metamodeling, governance, regulatory, or Atkinson/Kühne discussions.","Whenever research is concerned with the analysis of relationships between lowerlevel units (e.g., individuals) and the higherlevel unit they belong to (e.g., group), a hierarchical – multilevel or nested – data structure occurs. In such cases, multi-level modeling (MLM) approaches, also known as hierarchical linear modeling, are suited to empirically assess respective data structures in a methodologically correct way. The article gives an introduction to the background of multilevel modeling, outlines the methodological procedure for the basic case of a two-level model, and provides an outlook to more advanced applications of MLM.


Keywords:

multilevel modeling;
levels of analysis;
nested data;
hierarchical linear modeling;
within-group regression;
between group regression"
"Multilevel structural equation models for assessing moderation within and across levels of analysis.","https://scispace.com/paper/multilevel-structural-equation-models-for-assessing-2un2qts8hh","2016","Journal Article","Psychological Methods","Kristopher J. Preacher
Zhen Zhang
Michael J. Zyphur","10.1037/MET0000052","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multilevel SEM for moderation, without metamodeling, governance, Atkinson/Kühne references, or related tooling/evaluation.","Social scientists are increasingly interested in multilevel hypotheses, data, and statistical models as well as moderation or interactions among predictors. The result is a focus on hypotheses and tests of multilevel moderation within and across levels of analysis. Unfortunately, existing approaches to multilevel moderation have a variety of shortcomings, including conflated effects across levels of analysis and bias due to using observed cluster averages instead of latent variables (i.e., ""random intercepts"") to represent higher-level constructs. To overcome these problems and elucidate the nature of multilevel moderation effects, we introduce a multilevel structural equation modeling (MSEM) logic that clarifies the nature of the problems with existing practices and remedies them with latent variable interactions. This remedy uses random coefficients and/or latent moderated structural equations (LMS) for unbiased tests of multilevel moderation. We describe our approach and provide an example using the publicly available High School and Beyond data with Mplus syntax in Appendix. Our MSEM method eliminates problems of conflated multilevel effects and reduces bias in parameter estimates while offering a coherent framework for conceptualizing and testing multilevel moderation effects. (PsycINFO Database Record"
"Crossover Linear Modeling: Combining Multilevel Heterogeneities in Crossover Relationships:","https://scispace.com/paper/crossover-linear-modeling-combining-multilevel-mrxlnt8g97","2005","Journal Article","Organizational Research Methods","Jian Han","10.1177/1094428105278177","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on crossover linear modeling for organizational data; does not address multi‑level metamodeling, governance, regulatory issues, or related formal tools.","In organizational research, many multilevel structures are not fully nested but have a crossover structure. For example, in early recruitment study, the relationship between job applicants and recruiting companies has the crossover structure because each applicant is interested in applying multiple companies whereas each company is of interest to multiple applicants, and applicants and companies are not fully nested within each other. This article introduces the crossover linear modeling (CLM) method and argues that CLM is useful when dealing with multilevel crossover structures by combining the heterogeneities of all levels into one model. The article uses an example in early recruitment research to illustrate the use of CLM in modeling direct effects, cross-level effects, and interaction effects in a crossover data structure. The statistical analysis on an actual data set shows that CLM is able to identify both company-level and applicant-level heterogeneities. The article presents further examples to s..."
"Leveraging multi-level modeling for multi-domain quality assessment","https://scispace.com/paper/leveraging-multi-level-modeling-for-multi-domain-quality-syby7c3m8wub","","","","Maria Teresa Rossi
Martina Dal Molin
Ludovico Iovino
Martina De Sanctis
Manuel Wimmer","10.1109/models-c53483.2021.00085","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑level modeling to reuse quality assessment artifacts across domains, but lacks potency‑based depth, governance focus, and references to Atkinson/Kühne.","Quality Evaluation Systems (QESs) are a class of software systems which receive evaluation requests and quality requirement specifications as inputs and produce results as outputs of an assessment process. This class of systems usually work with a quality model including quality definitions and metrics, and produce the output as a quantitative evaluation of a subject. QESs can be implemented using model-driven techniques and dedicated languages, for domain-specific evaluation of different subjects. However, applying traditional two-level metamodeling techniques for this scenario entails that every time a QES is required, a new modeling framework, with consequent engine for interpreting the newly defined models, must be re-developed from scratch. To overcome this repetitive process, in this paper, we propose a Multi-Level Modeling (MLM) approach for realizing the artifacts involved in the development phase of a QES which are reusable across multiple domains. We demonstrate the approach with running examples from three different application domains comprising different evaluation scenarios."
"The lazy initialization multilayered modeling framework (NIER track)","https://scispace.com/paper/the-lazy-initialization-multilayered-modeling-framework-nier-2kh9lki24h","2011","Proceedings Article","International Conference on Software Engineering","Fahad Rafique Golra
Fabien Dagnat","10.1145/1985793.1985947","https://scispace.com/pdf/the-lazy-initialization-multilayered-modeling-framework-nier-2kh9lki24h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multilayered modeling and lazy initialization to add semantics across layers, but lacks potency/deep instantiation, governance focus, Atkinson/Kühne links, and formal/tool/evaluation details.","Lazy Initialization Multilayer Modeling (LIMM) is an object oriented modeling language targeted to the declarative definition of Domain Specific Languages (DSLs) for Model Driven Engineering. It focuses on the precise definition of modeling frameworks spanning over multiple layers. In particular, it follows a two dimensional architecture instead of the linear architecture followed by many other modeling frameworks. The novelty of our approach is to use lazy initialization for the definition of mapping between different modeling abstractions, within and across multiple layers, hence providing the basis for exploiting the potential of metamodeling."
"Conceptual Foundations of Multilevel Social Networks","https://scispace.com/paper/conceptual-foundations-of-multilevel-social-networks-3ua0107lp4","2019","Posted Content","Social Science Research Network","Srikanth Paruchuri
Martin C. Goossen
Corey Phelps
Corey Phelps","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multilevel social network theory, lacking metamodeling, governance, regulatory, or Atkinson/Kühne discussions; no formal semantics, tools, or empirical validation.","Recognizing the multilevel nature of social networks and incorporating this perspective into our theorizing and analytics can help us in specifying and testing more accurate models and generate a better understanding of the integrated influence of social networks at different levels. Because organizational networks are a multilevel phenomenon and ignoring their multilevel nature presents important limitations to understanding them, they require a multilevel theory. This chapter addresses these limitations by drawing on and extending the nascent research on multilevel networks. It briefly introduces foundational social network concepts and then defines multilevel social networks, clarifying what constitutes multilevel social networks. The chapter then presents multilevel network constructs, with special emphasis on understanding constructs at higher levels than the individual. Next, it presents a framework of multilevel network models and explains how social networks at different levels influence one another, and how networks at different levels jointly influence other phenomena."
"Multilevel Structural Equation Models: the Limited Information Approach and the Multivariate Multilevel Approach","https://scispace.com/paper/multilevel-structural-equation-models-the-limited-dw1vuk8crv","2004","Book Chapter","","Joop J. Hox
Cora J. M. Maas","10.1007/978-1-4020-1958-6_8","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multilevel structural equation modeling for social data; does not address metamodeling, governance, potency, Atkinson/Kühne, or related tooling.","Social and behavioral research often involves problems and data that are viewed as a hierarchical system, with individuals and groups defined at separate levels of this hierarchical system. Standard multivariate models are not appropriate for the analysis of such hierarchical systems, even if the analysis includes only variables at the lowest (individual) level, because the standard assumption of independent and identically distributed observations is generally not valid. The consequences of using uni-level analysis methods on multilevel data are well known: the parameter estimates are unbiased but inefficient, and the standard errors are negatively biased, which results in spuriously ‘significant’ effects (cf. Snijders and Bosker, 1999; Hox, 2002). Multilevel analysis techniques for the linear multiple regression model are well developed and the required software is widely available (Raudenbush and Bryk, 2002; Goldstein, 1995)."
"Multilevel Governance of Maritime Border Surveillance in the EU and Accountability: The Coast Guard in Sweden","https://scispace.com/paper/multilevel-governance-of-maritime-border-surveillance-in-the-2f4mm1b05m","2020","Journal Article","","Åsa Gustafsson","10.36969/NJEL.V3I1.21993","https://scispace.com/pdf/multilevel-governance-of-maritime-border-surveillance-in-the-2f4mm1b05m.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multilevel governance theory to analyze EU maritime surveillance; does not address metamodeling, potency, or Atkinson/Kühne frameworks. Provides governance context but no modeling application.","The article strives to examine the accountability of the Swedish Coast Guard in the field of maritime border surveillance. Border management, including border surveillance, lies close to states’ core interests, such as sovereignty and security, and are inherently sensitive to human rights violations. This has affected the developments of the regulatory framework at the EU level in different ways. The question is posed how EU law, and the instruments that are directly applicable in the member states, impact on the accountability of the Swedish Coast Guard in the field of maritime border surveillance. The member state in focus is Sweden and in that sense it deals with maritime border surveillance in the Baltic Sea region, and not the Mediterranean Sea region, which has often been the debated issue due to the migration pressure in that region. However, it is of interest to examine also an actor in a Nordic EU member state, taking into account inter alia the vast fragmentation regarding authorities with responsibilities in border management in the EU. Also the multilevel system of rules as well as of actors – Frontex and the member states’ authorities – makes it relevant to make such an investigation. Whether multi-level regulation promotes or undermines accountability is to some extent dependent on which concept of accountability one holds. When applying a concept of individual accountability, the existence of a range of accountability avenues regarding the Coast Guard’s activities transpires as quite satisfactory. However, if more actors would be involved in the Coast Guard’s maritime border surveillance activities based on the existing multilevel system of actors and rules, this would negatively impact the possibilities to hold the different actors accountable, for instance since different ‘accountability rules’ apply to different actors."
"Towards a deep metamodelling based formalization of component models","https://scispace.com/paper/towards-a-deep-metamodelling-based-formalization-of-3n0n1r5b3d","2015","Proceedings Article","Model Driven Engineering Languages and Systems","Antonio Cicchetti","","https://scispace.com/pdf/towards-a-deep-metamodelling-based-formalization-of-3n0n1r5b3d.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses deep/metamodelling to formalize component models, but lacks governance context, direct regulatory application, and any reference to Atkinson or Kühne.","Component-based software engineering (CBSE) is based on the fundamental concepts of components and bindings, i.e. units of decomposition and their interconnections. By adopting CBSE, a system is built-up by means of a set of re-usable parts. This entails that systems functionalities are appropriately identified so that implementing components can be accordingly selected. In turn, this means that each component-based design is at least made-up of two different instantiation levels, i) one for designing the system in terms of components and their interconnections, ii) and one for linking possible implementation alternatives for each of the existing components. In general, this twofold instantiation is managed at the same metamodelling level through the use of relationships. Despite such solutions are expressive enough to model a component-based system, they cannot represent the instantiation relationship between, e.g., a component and its implementations. As a consequence, validity checks have to be hard-coded in a tool, while the interconnection between component and implementation have to be managed by the user. In this paper we propose to exploit deep metamodelling techniques for implementing CBSE mechanisms. We revisit CBSE main concepts through this new vision by showing their counter- parts in a deep metamodelling based environment. Interestingly, multiple instantiation levels enhance the expressive power of CBSE approaches, thus enabling a more precise system design."
"Multilevel models for personal networks: methods and applications","https://scispace.com/paper/multilevel-models-for-personal-networks-methods-and-48r639dcdn","2018","","","Raffaele Vacca","10.26398/IJAS.0030-003","https://scispace.com/pdf/multilevel-models-for-personal-networks-methods-and-48r639dcdn.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on hierarchical statistical models for ego‑centric social networks; no discussion of metamodeling, governance, regulatory domains, or Atkinson/Kühne frameworks.","This article reviews the statistical formulation and substantive applications of multilevel models for personal network data. A personal network is a social network sampled around a focal individual, the ego. Network nodes are the ego and his or her social contacts, the alters; network edges are ties between ego and alters, and ties among alters as reported by ego, usually indicating acquaintance or various forms of interaction. Personal network datasets exhibit a classical multilevel structure, with alters or ego-alter ties (level 1) hierarchically nested within egos or ego-networks (level 2). Hierarchical linear and generalized linear models have been used in the social and the health sciences to analyze these data and explain the variation of outcomes observed on alters or ego-alter ties. The paper presents these models and the assumptions and hypotheses they imply; outlines their main research applications; and illustrates their use by analyzing real-world data on personal networks and social support among Sri Lankan immigrants in Milan, Italy."
"A Bayesian actor-oriented multilevel relational event model with
  hypothesis testing procedures","https://scispace.com/paper/a-bayesian-actor-oriented-multilevel-relational-event-model-jklmhxmz","2022","Posted Content","","","10.48550/arxiv.2204.10676","http://arxiv.org/pdf/2204.10676","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Bayesian multilevel relational event modeling for social interaction; no link to potency‑based metamodeling, governance, Atkinson/Kühne, or related tooling.","Relational event network data are becoming increasingly available. Consequently, statistical models for such data have also surfaced. These models mainly focus on the analysis of single networks, while in many applications, multiple independent event sequences are observed, which are likely to display similar social interaction dynamics. Furthermore, statistical methods for testing hypotheses about social interaction behavior are underdeveloped. Therefore, the contribution of the current paper is twofold. First, we present a multilevel extension of the dynamic actor-oriented model, which allows researchers to model sender and receiver processes separately. The multilevel formulation enables principled probabilistic borrowing of information across networks to accurately estimate drivers of social dynamics. Second, a flexible methodology is proposed to test hypotheses about common and heterogeneous social interaction drivers across relational event sequences. Social interaction data between children and teachers in classrooms are used to showcase the methodology. "
"Extending supervision metamodel to complex system context","https://scispace.com/paper/extending-supervision-metamodel-to-complex-system-context-4no54rz04o","2015","Proceedings Article","World Conference on Complex Systems","Farid Lahboube
Ounsa Roudies
Nissrine Souissi","10.1109/ICOCS.2015.7483242","https://www.researchgate.net/profile/Nissrine-Souissi/publication/305194840_Extending_supervision_metamodel_to_complex_system_context/links/59c22228aca272295a0d9db6/Extending-supervision-metamodel-to-complex-system-context.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a supervision metamodel for complex system deployment, without addressing multi‑level potency, governance, regulatory compliance, Atkinson/Kühne work, formal semantics, tools, or empirical validation.","Complex systems deployment projects usually face some major difficulties leading sometimes to spectacular failures. Efforts to overcome this complexity are focused mostly in adapting the concepts of project management engineering in order to be adapted as much as possible to the constraints imposed by those systems. This paper proposes a new approach to the problematic of a complex system deployment through a supervision metamodel. By considering the complex system and the System of Systems paradigms, this work explores a new way to overcome the known complexity of the projects carried out in similar environment and expanding the engineering project concept according to this context."
"A Multi-level Ontology-based Approach for Descriptors of Catalogued Resources.","https://scispace.com/paper/a-multi-level-ontology-based-approach-for-descriptors-of-2b1mraim","","Journal Article","","Vânia Jesus de Araujo Soares Borges
Natalia Queiroz de Oliveira
Maria Luiza Machado Campos","","https://ceur-ws.org/Vol-3346/Paper4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑level conceptual modeling to refine DCAT semantics, but lacks potency/deep instantiation, governance focus, regulatory application, and Atkinson/Kühne discussion.","Technological advances and open data initiatives have increased data availability on the Web. These data, published in heterogeneous repositories, represent valuable sources for exploration and decision-making processes. The FAIR principles brought a special focus on the importance of metadata to effectively interoperate and reuse these data (and metadata). However, interoperating metadata associated with the resources catalogued in repositories is still a challenge, as each of them has its own complex architecture. Vocabularies such as DCAT aim to contribute as a step further on this, establishing a common set of elements for catalogue entries. This paper proposes a DCAT ontological analysis, applying multi-level conceptual modeling to treat ambiguities and enrich semantics. The proposed model aims to make the DCAT structures adherent to the reality aspects that need to be represented, establishing ontological commitments in an explicit way, which helps the understanding of those who will use it."
"Responsible AI pattern catalogue: A collection of best practices for AI governance and engineering","https://scispace.com/paper/responsible-ai-pattern-catalogue-a-collection-of-best-3aylvjy8wk","2022","Journal Article","ACM Computing Surveys","Qinghua Lu
Liming Zhu
Xiwei Xu
Jon Whittle
Didar Zowghi
Aurelie Jacquet","10.1145/3626234","https://dl.acm.org/doi/pdf/10.1145/3626234","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides governance‑related patterns for responsible AI, but lacks multi‑level metamodeling, potency, deep instantiation, or Atkinson/Kühne references.","Responsible Artificial Intelligence (RAI) is widely considered as one of the greatest scientific challenges of our time and is key to increase the adoption of Artificial Intelligence (AI). Recently, a number of AI ethics principles frameworks have been published. However, without further guidance on best practices, practitioners are left with nothing much beyond truisms. In addition, significant efforts have been placed at algorithm level rather than system level, mainly focusing on a subset of mathematics-amenable ethical principles, such as fairness. Nevertheless, ethical issues can arise at any step of the development lifecycle, cutting across many AI and non-AI components of systems beyond AI algorithms and models. To operationalize RAI from a system perspective, in this article, we present an RAI Pattern Catalogue based on the results of a multivocal literature review. Rather than staying at the principle or algorithm level, we focus on patterns that AI system stakeholders can undertake in practice to ensure that the developed AI systems are responsible throughout the entire governance and engineering lifecycle. The RAI Pattern Catalogue classifies the patterns into three groups: multi-level governance patterns, trustworthy process patterns, and RAI-by-design product patterns. These patterns provide systematic and actionable guidance for stakeholders to implement RAI."
"Theory of Parasitic Localities in the Framework of the Philosophy of Discrete Being","https://scispace.com/paper/Ce3MMY7INI0J","","","","AA Nekludoff","","https://philarchive.org/archive/NEKTOP","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a three‑tier, multi‑level structure conceptually, but lacks potency, governance focus, concrete applications, Atkinson/Kühne links, formal semantics, tools, or empirical validation.",""
"Hierarchical System of Digital Twins: A Holistic Architecture for Swarm System Analysis","https://scispace.com/paper/hierarchical-system-of-digital-twins-a-holistic-architecture-sreuhjetw6nc","","Proceedings Article","","Mouhamadou F. Ball
Jannik Laval
Loïc Lagadec","10.5220/0013258900003896","https://hal.science/hal-04932447v1/file/version_finale_modelsward_2025.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on hierarchical digital twins and an Asset Administration metamodel; does not address potency‑based multi‑level modeling, governance, regulatory compliance, or Atkinson/Kühne frameworks.",""
"Digital enterprise architecture-transformation for the internet of things","https://scispace.com/paper/i5AwkZ72I6AJ","","","","A Zimmermann
R Schmidt
K Sandkuhl","","https://www.researchgate.net/profile/Matthias-Wissotzki/publication/282357033_Digital_Enterprise_Architecture_-_Transformation_for_the_Internet_of_Things/links/562745bc08aeedae57dd4fdb/Digital-Enterprise-Architecture-Transformation-for-the-Internet-of-Things.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multilevel metamodel integration for enterprise architecture, but lacks potency‑based/deep instantiation, governance focus, direct regulatory application, and Atkinson/Kühne discussion.",""
"OntoMotoOS: Adaptive Evolution and Continuous Governance Protocols for Real-World Deployment","https://scispace.com/paper/ontomotoos-adaptive-evolution-and-continuous-governance-nqkqeyws3cz5","2025","Journal Article","","Y. Kim","10.2139/ssrn.5393119","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5393119","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper discusses adaptive governance protocols and ethical frameworks but lacks multi‑level metamodeling, potency, Atkinson/Kühne references, formal semantics, tools, or empirical validation.",""
"Exploring technological instantiation of regulatory practices in entangled financial markets","https://scispace.com/paper/exploring-technological-instantiation-of-regulatory-18jl1o8lmp","2021","Journal Article","Journal of Information Technology","Wendy L. Currie
Jonathan J. M. Seddon","10.1177/02683962211027308","https://audencia.hal.science/hal-03599145/file/Exploring%20technological%20instantiation%20of%20regulatory%20practices.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sociological theory to examine regulatory practices in financial markets; no multi‑level metamodeling, potency, or Atkinson/Kühne references. Mentions governance context but lacks modeling application.","The literature on the sociology of financial markets and institutional theory promotes concepts of field, networks, performativity, agencement and financial entropy. This study builds a conceptual ..."
"Reference Model, Governance Framework and Instantiation Strategy","https://scispace.com/paper/reference-model-governance-framework-and-instantiation-3fsjjr58y0","2017","Book Chapter","","Pierre-Léonard Harvey","10.1007/978-3-319-65373-0_7","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses a governance framework for digital social systems but lacks multi‑level metamodeling, potency concepts, and any reference to Atkinson/Kühne approaches.","Digital social systems can be centred on several economic activity models seeking to transform the physical creativity vision of organizations and traditional social systems (architectures and construction of buildings with well-defined borders, linear process of enterprises’ value chain, university or government institutions) in a multiform and multifunctional network structure, in order to increase their chances to commit to “collaborative activities” producing value. New virtual environments co-design to assist the design of digital social systems (services portal or innovations community) that systematically uses the network and socio-digital media infrastructures. Community informatics design will take a considerable scope in the next years because the “participative social architecture” (PSA) adds a sense of location and time and an additional value to traditional notions of physical space and social time, where human activities used to take place (Harvey 2018, to be published)."
"Adaptive enterprise architecture for digital transformation","https://scispace.com/paper/adaptive-enterprise-architecture-for-digital-transformation-19yg23b1zz","2015","Book Chapter","European Conference on Service-Oriented and Cloud Computing","Alfred Zimmermann
Alfred Zimmermann
Rainer Schmidt
Rainer Schmidt
Dierk Jugel
Dierk Jugel
Dierk Jugel
Michael Möhring","10.1007/978-3-319-33313-7_24","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on adaptive enterprise architecture, IoT, and digital transformation without addressing multi‑level metamodeling, governance, regulatory compliance, or Atkinson/Kühne modeling frameworks.","The Internet of Things, Enterprise Social Networks, Adaptive Case Management, Mobility systems, Analytics for Big Data, and Cloud services environments are emerging to support smart connected products and services and the digital transformation. Biological metaphors of living and adaptable ecosystems provide the logical foundation for self-optimizing and resilient run-time environments for intelligent business services and related distributed information systems with service-oriented enterprise architectures. We are investigating mechanisms for flexible adaptation and evolution for the next digital enterprise architecture systems in the context of the digital transformation. Our aim is to support flexibility and agile transformation for both business and related enterprise systems through adaptation and dynamical evolution of digital enterprise architectures. The present research paper investigates digital transformations of business and IT and integrates fundamental mappings between adaptable digital enterprise architectures and service-oriented information systems. We are putting a spotlight with the example domain – Internet of Things."
"Situational environmental, social and governance accounting: from ethical value elicitation to sustainability reporting","https://scispace.com/paper/situational-environmental-social-and-governance-accounting-l56mjo7h7u","2024","Book Chapter","","Vijanti Ramautar
Sjaak Brinkkemper
Óscar Pastor
Sergio España","10.1007/978-3-031-61007-3_23","https://research-portal.uu.nl/files/231470396/978-3-031-61007-3_23.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ESGA meta‑method to align sustainability reporting, but lacks multi‑level metamodeling, potency, deep instantiation, and Atkinson/Kühne references; only touches governance aspects.","[Background] Globally, mandates like the EU Corporate Sustainability Reporting Directive are shaping environmental, social, and governance accounting (ESGA) trends, which is crucial for enhancing organisational sustainability. Our domain-specific, model-driven technology allows creating adaptive tool support for ESGA, requiring a situational ESGA model as input. However, our experience has shown that organisations are rarely capable of expressing the method they need, so modelling the ESGA method is far from the starting point. [Aim] The objective of this work is to develop methodological support, given that it concerns a non-traditional requirements engineering process. Therefore, we will engineer a situational meta-method that allows configuring a domain-specific, model-driven technology. [Method] To develop this situational meta-method we apply a multi-case study approach and validate the meta-method by means of expert interviews. The situationality in the meta-method is an approach to cope with (a) the variety of situational factors involved in ESGA, and (b) the evolution expected in this domain in the coming years. [Result] The situational meta-method, called ESG4Orgs, has allowed us to create six ESGA methods that each align with the sustainability strategy of the case study organisations. Overall, the ESGA experts concur that ESG4Orgs is deemed understandable and useful. Our work is pertinent to policymakers shaping sustainability reporting legislation, managers seeking to enhance organisational impact, and scientists developing support for sustainability reporting. "
"Multi-level modeling with MELANEE.","https://scispace.com/paper/multi-level-modeling-with-melanee-4b6mnydhs4","2018","","","Arne Lange
Colin Atkinson","","https://www.wi-inf.uni-duisburg-essen.de/MULTI2018/wp-content/uploads/2018/10/multi_paper3.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses deep modeling with MELANEE, illustrating multi‑level concepts, but focuses on a bicycle challenge, lacking governance context, potency details, or Atkinson/Kühne discussion.","This paper presents a solution to the MULTI 2018 Bicycle Challenge developed using the MELANEE
deep modeling tool. The structure of the paper therefore follows the guidelines laid out in the Challenge description. After first outlining the case study and documenting which aspects are supported in the MELANEE solution, the paper presents a
detailed description of the developed deep model. This is followed by a discussion of the
strengths and weaknesses of the approach and a discussion of its benefits over traditional
two-level modeling. The presented model covers all mandatory and optional aspects of the
Challenge case study."
"Multi-Level Platform Descriptions","https://scispace.com/paper/multi-level-platform-descriptions-2nz571duua","2005","","","Colin Atkinson
Thomas Kühne","","https://homepages.ecs.vuw.ac.nz/~tk/publications/papers/multi-level-platforms.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on MDA platform models, lacking multi‑level metamodeling, governance content, or explicit ties to Atkinson/Kühne's multi‑level work.","The MDA approach to software development is based on the notion of automating the mapping of platform independent models into implementation-level platform specific models based on abstract models of platforms [OMG03]. The notions of “platform” and “platform model” are thus central to the whole MDA vision. However, most research on MDA to date has focused on the “transformation” problem [SPG03], and there are few explicit definitions of the notion of “platform” or “platform model” in the MDA literature. Moreover, those that do exist are rather vague and incomplete."
"Methodological Aspects of Multilevel Modeling and Simulation","https://scispace.com/paper/methodological-aspects-of-multilevel-modeling-and-simulation-4g1h0hgtvw","2023","Journal Article","","Luca Serena","10.1109/ds-rt58998.2023.00025","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multilevel simulation architecture, lacking metamodeling, potency, governance, Atkinson/Kühne references, formal semantics, tools, or empirical regulatory evaluation.","Multilevel modeling and simulation (M&S) is emerging as a methodology for the study of complex systems that consist of multiple interacting components. While many simulation models are based on a monolithic architecture, with a single building block that reproduces all aspects of the simulation, in multilevel models different sub-components are in charge of reproducing semantically different aspects of the system. The advantages of multilevel M&S are multiple. First, a complex model built upon independent and reusable blocks might be faster to implement, as the development phase can be carried out in parallel, and to update, as changes will affect only a local portion of the model. Then, it is possible to make use of existing implementations, employing models that have already been tested and proved to be efficient for a specific goal, thus saving considerable time for implementation and the testing. Finally, a multilevel approach allows the developers to use the most suitable modeling paradigm for each part of the system. However, significant challenges exist: identifying the “best” partitioning of the model is not always straightforward, and the interaction among sub-models might be an issue. There is no definition of multilevel modeling that is agreed upon by the scientific community [1]. In fact, some authors refer to this concept with multiple terms (e.g., multiscale [2] or multi-resolution [3] modeling), while others use the expression “multilevel modeling” to indicate M&S schemes that do not necessarily require the presence of multiple cooperating models [4]. Specifically, the following types of models are referred as multilevel in the research community: •Models where different components are in charge of representing semantically different elements of a system [5]. •Models where the system is represented at different levels of detail [6]. This scenario occurs when it is computationally infeasible to carry out simulations where the whole system is described at the maximum level of precision. Thus, a reasonable approach is to find an appropriate trade-off between accuracy and use of computational resources, for leveraging the benefits of both fine-grained and coarse-grained simulators. In these frameworks, accurate micro models describing the most important parts of the simulation coexist with macro models that represent the simulated system with a greater focus on computational efficiency, at the cost of a reduced accuracy. Usually, these types of models are referred to as multiscale models. •Logistic regression models that take information at both individual and aggregate level (e.g., individual and aggregate) [7]."
"The Curious Case of Cross-Level Effects: Refining Our Understanding to Match Our Methods","https://scispace.com/paper/the-curious-case-of-cross-level-effects-refining-our-65mwa27c","2022","Journal Article","Proceedings - Academy of Management","G. James Lemoine
Kalan R. Norris
Hamed Ghahremani","10.5465/ambpp.2022.16824abstract","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on statistical cross‑level effects in management; lacks metamodeling, governance, or Atkinson/Kühne references.","New methodological advances and guidance in estimating ‘cross-level effects’ in multilevel models have led to a proliferation of published research examining purportedly cross-level direct relationships, mediations, and interactions. However, our review of published ‘cross- level’ papers in top journals reveals that in many cases, scholars argue for or interpret relationships that are meaningfully different from the ones actually being tested. In this paper, we attempt to build an accessible explanation for what ‘cross-level effects’ actually are and how they operate in practice, detailing with sample datasets, results, and examples from the literature how they are frequently misunderstood. We conclude that to date the management literature has not yet developed and refined theory accordingly to match recent helpful methodological innovations. We attempt to address this issue by providing specific guidance on how to argue and interpret the various types of ‘cross-level’ effects, and spotlighting exemplar papers in the literature that accomplish this accurately. "
